Author,ID,PubDate,elecyear,conflict,Source,Service,letter_ed,online_only,AuthSex,Title,Thesis,AuthRank,Topic,Leg_Act,Crit_Insub,Issue_Area,Endorse_Partisan,Role,Details,Inst_Cred_Gallup,Congress,congress_yr,party.mean.diff.d1.house,party.mean.diff.d1.senate,dem_diff_aff,rep_diff_aff,aff_polar_alt,House_Dem_mean_nom1,House_Dem_sd_nom1,House_Rep_mean_nom1,House_Rep_sd_nom1,Sen_Dem_mean_nom1,Sen_Dem_sd_nom1,Sen_Rep_mean_nom1,Sen_Rep_sd_nom1,House_Dem_mean_nom2,House_Dem_sd_nom2,House_Rep_mean_nom2,House_Rep_sd_nom2,Sen_Dem_mean_nom2,Sen_Dem_sd_nom2,Sen_Rep_mean_nom2,Sen_Rep_sd_nom2
"Hayden, Michael",0,2017-03-09,0,0,NYT,Air Force,,1,M,Donald Trump is Undermining Intelligence Gathering,"The relationship between a new president and the intelligence agencies that serve him can be difficult in the best of times. But it’s hard to imagine a more turbulent transition than the current one, which has been marred by assertions that the administration has tried to both politicize and marginalize intelligence gathering.",10,Warfighting,,1,,,,The author raises concerns regarding President Trump's policies and intelligence without blatantly attacking the administration.,72,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"McCain, John and Graham, Lindsey",0,2017-03-14,0,0,WaPO,Navy and Air Force,,1,M,Why We Need More Forces to End the Stalemate in Afghanistan,"The United States has been at war in Afghanistan for nearly 16 years. Weary as some Americans may be of this long conflict, it is imperative that we see our mission through to success. We have seen what happens when we fail to be vigilant. The threats we face are real. And the stakes are high -- not just for the lives of the Afghan people and the stability of the region, but for America's national security.",6,Warfighting,,,,,1,,72,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"McChrystal, Stanley ",1,2017-04-05,0,0,NYT,Army,,,M,Save PBS. It Makes Us Safer. ,"We need public media that acts as our largest classroom. We need broadcasting that treats us as citizens, not simply as consumers. We need a strong civil society where the connection between different people and groups is firm and vibrant, not brittle and divided. We need to defend against weaknesses within and enemies without, using the tools of civil society and hard power. We don't have to pick one over the other.",10,DomesticPolicy,,,1,,,,72,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"Sweeney, John",1,2017-04-18,0,0,WaPO,Army,1,,M,Back the Talk With More Ground Forces in South Korea,"Long degraded for other U.S. operational requirements amid reduced resourcing, U.S. ground tactical maneuver forces in South Korea represent a fraction of what is needed. With the United States' ""strategic patience"" ended and North Korea threatening aggression, many more U.S. ground maneuver forces must be stationed in South Korea. A U.S. retreat to a Busan Perimeter again cannot be risked.",6,Warfighting,,,,,,,72,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"Wald, Charles and Makovsky, Michael",1,2017-04-25,0,0,WSJ,Air Force,,,M,"The Two Faces of Qatar, a Dubious Mideast Ally","But the host nation supports some of the groups the base is used to bomb. According to the State Department, ""entities and individuals within Qatar continue to serve as a source of financial support for terrorist and violent extremist groups,"" including al Qaeda's Syrian affiliate. Qatar has also supplied advanced weaponry to militants in Syria and Libya.",10,ForeignPolicy,,,,,,,72,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"Hayden, Michael",0,2017-05-18,0,0,WaPO,Air Force,,,M,Trump Proves He's Russia's Useful Fool,"Six months later, it is disappointing to report, the term ""useful fool"" still seems a pretty apt description. ",10,DomesticPolicy,,1,,,,Blasting Trump.,72,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"Petraeus, David and O'Hanlon, Michael",1,2017-06-26,0,0,WSJ,Army,,,M,Getting an Edge in the Long Afghan Struggle,"President Trump's early approach holds promise. In Afghanistan today, the military needs to revisit the phase of the mission it largely skipped in the years after the surge of 2010-12 or so, when it downsized too quickly and too far. This approach will not achieve ""victory"" in Afghanistan, after which all troops can be withdrawn. That is an impossible goal in the near-term. But it will be sustainable and it can improve the prospects of shoring up our eastern flank in the broader battle against Islamist extremism -- a fight that likely is to be a generational struggle.",10,Warfighting,,,,,,,72,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"Griffith, Ronald",1,2017-07-03,0,0,WaPO,Army,1,,M,The United States Should Support the Kurds' Move Towards Independence,"As the Kurds of Iraq move toward claiming their independence and becoming a separate state, I hope U.S. and European leaders will provide support. It is inevitable that the citizens of the Kurdish region will support the move toward independence in their forthcoming referendum. U.S. involvement in supporting the independence process outlined by Mr. Barzani offers the hope for a peaceful transition to a new Kurdish state. Our failure to engage in the process could well lead to conditions similar to those experienced during the breakup of the former Yugoslavia, when Western nations stood by for too long while tyrants -- war criminals -- ran amok destroying towns and cities, persecuting minorities and killing tens of thousands of innocent people.",10,ForeignPolicy,,,,,,,72,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"Casey, George",1,2017-07-23,0,0,WaPO,Army,,,M,Veterans of the War on Terror Deserve a Memorial on the Wall,"My sincerest hope is that the legislators making the decisions on this important piece of legislation recognize the courage, the perseverance and the sacrifices of the men and women who have served our country so well over the past 16 years and authorize the memorial to go forward.",10,Support,1,,,,,The author urges Congress to fund a memorial. ,72,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"Blair, Dennis and Alexander, Keith",1,2017-08-15,0,0,NYT,Army and Navy,,1,M,China's Intellectual Property Theft Must Stop,"President Trump’s action on Monday is a major step in the right direction. If the investigation proves extensive Chinese government support for intellectual-property theft, it could trigger retaliatory action by the American government, based on the Economic Espionage Act, Section 5 of the Federal Trade Commission Act and the National Defense Authorization Act.",10,ForeignPolicy,,,,,,,72,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"Xenakis, Stephen",1,2017-08-24,0,0,USA Today,Army,,,M,We Failed Heather Heyer By Not Identifying Her Killers,"We need to support community-based programs that bring together the health clinics, mental health services, law enforcement, schools, and social agencies to identify problems and intervene as soon as they arise.  ",7,Warfighting,,,,,,,72,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"Stavridis, James and Bergenas, Johan",1,2017-09-13,0,0,WaPO,Navy,,,M,The Fishing Wars are Coming,"Trump should also recognize illegal fishing as a direct threat to U.S. interests in his National Security Strategy this fall. Coupled with the congressional defense authorization, this would send a strong message to countries and criminals that the pillaging of our oceans is a serious threat to the United States — one that we must confront.",10,ForeignPolicy,1,,,,,The authors are urging the POTUS to include a specific segment about ilicit fishing in the NSS.,72,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"Mullen, Mike",1,2017-09-29,0,0,NYT,Navy,,,M,The Refugees We Need,"In slashing resettlement, the president is taking a recklessly narrow view of how best to put America first. Shutting out refugees would not only increase human suffering; it would also weaken the country and undermine its foreign policy.",10,DomesticPolicy,,1,1,,,"The author asserts that President Trump's stance on refugees will have drastic consequences for the country, including several non-military implications. ",72,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"McCain, John",0,2017-10-25,0,0,NYT,Navy,,,M,I Choose the Kurds,"If we keep sleepwalking on our current trajectory, we could wake up in the near future and find that American influence has been pushed out of one of the most important parts of the world. That is why Americans need to care about what is going on in the Middle East right now. That is why we need to stick with our true friends, like the Kurds. And that is why, now more than ever, we need a strategy that lifts our sights above the tactical level and separates the urgent from the truly important.",6,ForeignPolicy,,,,,1,,72,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"Cartwright, James and Perry, William ",1,2017-11-17,0,0,WaPO,Marine Corps,,,M,We Can Cut Back Our Nuclear Arsenal,"We should consider all aspects of our nuclear posture and our conventional forces' needs before rushing headlong into these expensive and contentious development programs. We believe, too, that taking a more prudent course in rebuilding our deterrent systems could help avoid a new arms race with Russia that neither side should want",10,BdgtWpnsTrps,,,,,,,72,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"McPeak, Merrill",1,2017-12-26,0,0,NYT,Air Force,,,M,Bombing the Ho Chi Minh Trail; Vietnam '67,"We never stopped traffic, never got the job done, a fact that bothers me to this day. Our technical deficiencies — inability to operate at night, inaccuracy of unguided munitions — have since been corrected. But when Saigon fell, it was not a swarm of ragtag Vietcong guerrillas who overran the city, but columns of Russian-made T-54 tanks, leading a modern field army complete with artillery and surface-to-air missiles, all delivered by those tough-guy truck drivers down that seemingly indestructible Ho Chi Minh Trail.",10,Support,,,,,,,72,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"Wilkerson, Lawrence ",1,2018-02-06,0,0,NYT,Army,,,M,A Familiar Road to War,"The sole purpose of our actions was to sell the American people on the case for war with Iraq. Polls show that we did. Mr. Trump and his team are trying to do it again. If we're not careful, they'll succeed.",6,ForeignPolicy,,,,,,,74,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"Hayden, Michael",0,2018-04-28,0,0,NYT,Air Force,,,M,The End of Intelligence,"When pressed on specifics, the president has routinely denigrated those who questioned him, whether the “fake” media, “so called” judges, Washington insiders or the “deep state.” He has also condemned Obama-era intelligence officials as “political hacks.”",10,DomesticPolicy,,1,,,,The author takes a jab at President Trump.,74,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"McRaven, William",1,2018-08-17,0,0,WaPO,Navy,,,M,"Take My Security Clearance, too, Mr. President","Your leadership, however, has shown little of these qualities. Through your actions, you have embarrassed us in the eyes of our children, humiliated us on the world stage and, worst of all, divided us as a nation.",10,DomesticPolicy,,1,,,,The author is blasting the President's leadership. ,74,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"Bacevich, Andrew",0,2018-10-04,0,0,NYT,Army,,,M,The Forgotten Lessons of Black Hawk Down,"Yet with a bit more effort and perhaps a generous dose of humility, the United States might have discerned those lessons at the time. Applying them to subsequent military endeavors might have alleviated or even eliminated the failures and frustrations that have become the principal themes of recent American military history.",6,ForeignPolicy,,,,,,,74,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"Wilkerson, Lawrence and Wilson III, Isaiah and Adams, Gordon",1,2018-11-22,0,0,NYT,Army,,,M,Trump's Border Stunt is a Profound Betrayal of Our Military,"Mr. Trump’s announcement and the deployment that followed (of roughly 5,900) were probably perfectly legal. But we are a bipartisan threesome with decades of experience in and with the Pentagon, and to us, this act creates a dangerous precedent. We fear this was lost in the public hand-wringing over the decision, so let us be clear: The president used America’s military forces not against any real threat but as toy soldiers, with the intent of manipulating a domestic midterm election outcome, an unprecedented use of the military by a sitting president.",6,Warfighting,,1,,,,The authors seem to know the President's intentions as they write this article and take a very strong stance on the issue. Do they have the knowledge to know the President's intent?,74,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"McChrystal, Stanley ",1,2018-11-25,0,0,WaPO,Army,,,M,Good Riddance,"As President John F. Kennedy put it, ""The great enemy of truth is very often not the lie - deliberate, contrived and dishonest - but the myth - persistent, persuasive and unrealistic."" We must combat our desire to mythologize our history and our leaders, while retaining our belief in the qualities and ideals those myths often reflect",10,DomesticPolicy,,,1,,,,74,115,2017,0.881514,0.826081061,36.2713407,31.4835907,79.5525,-0.390885,0.11432064,0.49036,0.14885644,-0.3365417,0.1465623,0.4902364,0.15836315,-0.05471,0.2418186,0.041472,0.2696848,-0.104125,0.246379,-0.025927273,0.2731344
"Nagl, John",1,2019-01-11,0,0,WaPO,Army,,,M,Retired Generals Warned Us About Rumsfeld. Now They're Warning Us About Trump,"During the war in Iraq, when the retired generals assailed Rumsfeld's leadership, they were saying in public what their friends still in uniform were saying in private. Then, the generals were worried about saving democracy in Iraq; today, the former military leaders speaking out are worried about something far more important: preserving the liberal world order. I would not be surprised if they have acted on behalf of their serving peers in an effort to save American lives and honor. I know for an absolute certainty that when these four-stars speak, we should be paying attention.",5,DomesticPolicy,,1,,,,"The author joins in on why we should listen to generals warning us about President Trump, and in the process, strongly criticizes President Trump.",73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
"Johnson, Wayne",1,2019-02-06,0,0,WaPO,Navy,1,,M,Yet Another Insult to Women,"I can assure you that if he had been convicted at a court-martial, he would have been sentenced to at least a year in jail. He would have served at least three months in jail and received a punitive discharge that would have stripped him of his veterans' benefits. He also would have been required to register as a sex offender and placed in the federal database.",11,ServiceCulture,,,,,,,73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
"Allen, John and Victor, David",1,2019-03-07,0,0,NYT,Marine Corps,,1,M,"Despite What Trump Says, Climate Change Threatens Our National Security",Ignoring the anti-science noise in the White House is dangerous for the nation. Climate change is arguably America’s and its allies’ longest-term security crisis. But the immediate national security crisis is a White House browbeating our scientific and intelligence community into its political line or seeking to tamper with the science and intelligence itself.,10,DomesticPolicy,,1,1,,,The authors assert that President Trump is wrong on climate change. Are military officers in a position of expertise on that topic?,73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
"Petraeus, David and Whitehouse, Sheldon",1,2019-03-11,0,0,WaPO,Army,,1,M,Authoritarians' Corruption is a Weapon - and a Weakness,"In particular, the United States should make it more difficult for kleptocrats, and their agents, to secretly move money through the rule-of-law world, whether by opening bank accounts, transferring funds or hiding assets behind shell corporations. Failure to close loopholes in these areas is an invitation to foreign interference in America's democracy and a threat to national sovereignty.",10,ForeignPolicy,,,,,,,73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
"Mullen, Mike",1,2019-03-19,0,0,WaPO,Navy,,,M,Banning Transgender Troops Only Hurts Us,"The Defense Department announced plans last week to reinstate a ban on service by openly transgender Americans that, until now, has been blocked by multiple court rulings. This decision hurts our national security, deprives our ranks of much-needed talent and flies in the face of the values our military institution represents.",10,SocialPolicy,,,,,,,73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
"Keane, Jack and Graham, Lindsey",1,2019-07-15,0,0,WSJ,Army,,,M,Call Iran's Bluff with an Offer of Nuclear Power,"But before we reach the point at which military conflict is inevitable, we hope the Trump administration will consider a simple, clear proposal. Iran could be allowed -- in concert with their Arab neighbors -- to operate reactors and produce nuclear power. If Iran wants peaceful nuclear power, fine. But under this plan, the regime would not have the ability to enrich, reprocess or fabricate its own nuclear fuel.",10,ForeignPolicy,,,,,,,73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
"Snodgrass, Guy",1,2019-07-17,0,0,WaPO,Navy,,,M,The Pentagon Needs Real - not Acting - Leaders,"Under any normal circumstances, even a week without a defense secretary could present a dangerous leadership vacuum in the Pentagon. That the position was vacant for more than six months – and that this lack of leadership has become systemic – is shocking. This chaotic security situation emboldens U.S. adversaries, alarms allies and erodes the Defense Department’s ability to retain the talented careerists needed for the military’s long-term health.",5,CivMilBalance,,,,,,,73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
"VanLandingham, Rachel and Corn, Geoffrey",0,2019-08-02,0,0,WaPO,"Air Force, Army",,,Mixed,"If We Want Troops to Follow Orders, We Should Trust Their Justice System","This is not the first time Trump has waded into the waters of military justice. Of course, as commander in chief, the president is vested with a legitimate responsibility related to the order and discipline of the armed forces. But while this latest commentary may not have crossed a legal line, it demonstrates, again, the president's unfortunate and dangerous misunderstanding of the military justice system — a system specifically developed to ensure good order and discipline. Even worse, his commentary could be viewed as an effort to improperly manipulate the process of military justice. Ultimately, the potential damage to the integrity of this unique system of justice is profound.",5,ServiceCulture,,,,,,,73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
"Brown, Heidi",1,2019-08-08,0,0,WSJ,Army,,,F,The Truth About General John Hyten,"For the good of the country, for the good of actual sexual assault survivors, and for the good of due process and other values we hold dear, the Senate should confirm Gen. Hyten as vice chairman.",8,Support,,,,,,,73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
"Petraeus, David and Serchuk, Vance",1,2019-08-10,0,0,WSJ,Army,,,M,The U.S. Abandoned Iraq. Don't Repeat History in Afghanistan. ,"The Trump administration should apply the lessons of that tragic experience to the present situation in South Asia. Simply put, the kind of U.S. withdrawal that was inadvisable in Iraq eight years ago would be indefensible for Afghanistan today.",10,ForeignPolicy,,,,,,,73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
"Keane, Jack and Graham, Lindsey",1,2019-08-29,0,0,WaPO,"Army, Air Force",,,M,We Can't Outsource our Security to Anyone - Especially the Taliban,"History has taught that how we end a conflict is more important than how we start one. If we don't end this war properly, we won't be ending it at all. Instead, we will be creating a much worse situation for everyone except for groups such as the Taliban, al-Qaeda and the Islamic State.",6,Warfighting,,,,,,,73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
"Hertling, Mark and Natter, Robert",1,2019-09-08,0,0,WaPO,"Army, Navy",,1,M ,Cutting Refugee Admissions Will Have Severe Consequences for the US Military ,"As military leaders, we spent nearly four decades defending these values. But today, a core American legacy is at risk, as the Trump administration is reportedly considering issuing severe, unprecedented cuts — potentially even zeroing out — the bipartisan U.S. Refugee Admissions Program, the established legal means of entry for these deserving people.",10,DomesticPolicy,,,,,,The authors discuss a topic outside of their area of expertise. ,73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
"Bacevich, Andrew",0,2019-09-17,0,0,NYT,Army,,,M,Saudi Arabia is No Friend of America,"I am not suggesting that Washington is supporting the wrong side in Yemen. I am suggesting, however, that neither side deserves support. Iran may well qualify as America's ""enemy."" But Saudi Arabia is not a ""friend,"" regardless of how many billions Riyadh spends purchasing American-manufactured weaponry and how much effort Crown Prince Mohammed bin Salman invests in courting President Trump and members of his family.",6,ForeignPolicy,,,,,,,73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
"McRaven, William",1,2019-10-19,0,0,NYT,Navy,,,M,Our Republic is Under Attack From the President,"President Trump seems to believe that these qualities are unimportant or show weakness. He is wrong. These are the virtues that have sustained this nation for the past 243 years. If we hope to continue to lead the world and inspire a new generation of young men and women to our cause, then we must embrace these values now more than ever.",10,DomesticPolicy,,1,,1,,"The author blatantly attacks President Trump, and in this case, o the point that this is a partisan statement. ",73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
"Petraeus, David and Serchuk, Vance",1,2019-11-14,1,0,WaPO,Army,,,M,Trump Was Right to Abandon the Peace Deal. Here's What a Good One Would Look Like. ,"Rather than re-embracing that agreement, the White House should demand a better one, while making clear to the Taliban and other extremists in the region that an enduring U.S. commitment to our Afghan counterterrorism partners is nonnegotiable.",10,ForeignPolicy,,,,,,,73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
"Votel, Joseph",1,2019-12-13,1,0,NYT,Army,,,M,Ending America's Endless War in Afghanistan,Now is the time to seize a fleeting opportunity and fully support internal Afghan negotiations. We should put ourselves in the position to shift our focus to enforcing peace and greater stability in Afghanistan. Now is indeed the time to bring an end to our endless war.,10,ForeignPolicy,,,,,,,73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
"Connable, Ben",1,2020-01-06,1,0,LA Times,Marine Corps,,,M,Iran's Swift Revenge in Iraq; Iraq's Vote on Sunday to Oust US Troops is a Big Victory for Iran,"If US policymakers and diplomats can settle on a long-term strategy for Iraq, a deal might be reached that could benefit both sides.",5,ForeignPolicy,,,,,,,73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
"McRaven, William",1,2020-02-22,1,0,WaPO,Navy,,,M,"If Good Men Can’t Speak the Truth, We Should Be Deeply Afraid","But, of course, in this administration, good men and women don't last long. Joe was dismissed for doing his job: overseeing the dissemination of intelligence to elected officials who needed that information to do their jobs.",10,DomesticPolicy,,1,,,,The author comments on the general political atmosphere.,73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
"McRaven, William",1,2020-03-20,1,0,WaPO,Navy,,,M,The Dawn Seems a Long Way Off. But Hope Abounds. ,"Nothing in our immediate future will be easy. The number of cases will rise. The losses will increase. The markets will stumble. But make no mistake about it, we will prevail, because the only thing more contagious than a virus is hope. We are all up to our necks in mud. It's time to start singing.",10,Support,,,,,,,73,116,2019,0.872648552,0.840090177,36.2713407,31.4835907,79.5525,-0.3701191,0.12189099,0.5064356,0.14306478,-0.3455333,0.1438071,0.4941132,0.15766794,0.005493617,0.318577,0.069772277,0.2729093,-0.126577778,0.2255351,0.038037736,0.2668395
